step,time_s,T_J1_rad,T_J2_rad,T_J3_rad,T_J4_rad,T_J5_rad,T_J6_rad,A_J1_rad,A_J2_rad,A_J3_rad,A_J4_rad,A_J5_rad,A_J6_rad,Eabs_J1_rad,Eabs_J2_rad,Eabs_J3_rad,Eabs_J4_rad,Eabs_J5_rad,Eabs_J6_rad
68,0.17,1.2952527696449212,-0.2113048316605685,0.2710019223008146,-1.0841352759689564,1.4037794396358305,1.4180217943665037,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0010240012429725276,0.003504922431041363,0.0028805141659880573,0.00011319549951105401,0.0006114388017084416,0.0010445950550632688
69,0.17250000000000001,1.2952829960748689,-0.21120097979135577,0.27091641669933886,-1.0841385848425433,1.4037975290690998,1.418052549523099,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0010542276729201827,0.0036087743002540806,0.002966019767463801,0.00011650437309795869,0.0006295282349777498,0.001075350211658499
70,0.17500000000000002,1.295313657162178,-0.21109561136714713,0.2708296533279844,-1.0841419393928085,1.403815881056542,1.4180837422530876,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0010848887602292745,0.0037141427244627157,0.003052783138818238,0.0001198589233630809,0.0006478802224199054,0.0011065429416472483
71,0.1775,1.2953447526218533,-0.2109887263672816,0.2707416317726751,-1.0841453395065341,1.4038344955337043,1.4181153720615032,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0011159842199046643,0.003821027724328241,0.003140804694127586,0.00012325903708876318,0.0006664946995822429,0.0011381727500627825
72,0.18,1.2953762821649533,-0.21088032477078245,0.2706523516133426,-1.0841487850689482,1.4038533724353404,1.4181474384463277,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0011475137630045928,0.0039294293208274045,0.003230084853460047,0.00012670459950281376,0.0006853716012182876,0.0011702391348873409
73,0.1825,1.2954082454985953,-0.2107704065563556,0.2705618124239247,-1.0841522759637279,1.4038725116954147,1.418179940898494,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.001179477096646675,0.004039347535254256,0.003320624042877973,0.00013019549428250343,0.0007045108612926398,0.0012027415870536906
74,0.185,1.2954406423259641,-0.21065897170238926,0.2704700137723641,-1.0841558120730013,1.403891913247109,1.4182128789018917,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0012118739240154497,0.004150782389220592,0.0034124226944385327,0.00013373160355589775,0.0007239124129869712,0.001235679590451344
75,0.1875,1.295473472346317,-0.21054602018695293,0.27037695522060656,-1.0841593932773526,1.4039115770228277,1.418246251933366,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.001244703944368375,0.0042637339046569245,0.003505481246196096,0.00013731280790718614,0.0007435761887055747,0.0012690526219256704
76,0.19,1.295506735254991,-0.21043155198779634,0.2702826363245995,-1.0841630194558247,1.4039315029542037,1.4182800594627256,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0012779668530422672,0.004378202103813511,0.00359980014220318,0.00014093898637934643,0.0007635021200815828,0.0013028601512852234
77,0.1925,1.2955404307434097,-0.21031556708234853,0.27018705663428993,-1.0841666904859213,1.4039516909721041,1.418314300952741,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0013116623414610729,0.0044941870092613245,0.003695379832512724,0.0001446100164759212,0.0007836901379820738,0.001337101641300631
78,0.195,1.2955745584990905,-0.2101980654477172,0.2700902156936237,-1.0841704062436122,1.4039721410066377,1.4183489758591517,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0013457900971418635,0.004611688643892664,0.003792220773178978,0.00014832577416679094,0.0008041401725156216,0.0013717765477112565
79,0.1975,1.295609118205651,-0.2100790470606875,0.2699921130405428,-1.0841741666033353,1.4039928529871586,1.418384083630666,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0013803498037023854,0.004730707030922349,0.003890323426259834,0.0001520861338899504,0.0008248521530365149,0.001406884319225643
80,0.2,1.2956441095428173,-0.2099585118977211,0.26989274820698467,-1.0841779714380004,1.4040138268422744,1.4184196237089686,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.001415341140868609,0.004851242193888744,0.003989688259817992,0.00015589096855506135,0.0008458260081523061,0.0014424243975281748
81,0.2025,1.2956795321864296,-0.2098364599349553,0.26979212071887965,-1.0841818206189933,1.4040350624998514,1.4184555955287184,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0014507637844809462,0.00497329415665454,0.004090315747923012,0.0001597401495478934,0.0008670616657293628,0.0014783962172779663
82,0.20500000000000002,1.2957153858084505,-0.20971289114820196,0.2696902300961498,-1.0841857140161781,1.4040565598870218,1.4184919985175561,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0014866174065018,0.005096862943407887,0.004192206370652873,0.00016363354673276653,0.0008885590528997511,0.0015147992061157467
83,0.20750000000000002,1.2957516700769716,-0.2095878055129465,0.26958707585270664,-1.0841896514979024,1.4040783189301886,1.418528832096106,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0015229016750228919,0.0052219485786633435,0.004295360614096022,0.000167571028456992,0.0009103180960665647,0.0015516327846656353
84,0.21,1.2957883846562226,-0.20946120300434698,0.26948265749645,-1.0841936329309985,1.4041003395550333,1.4185660956779795,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0015596162542739211,0.0053485510872628705,0.004399778970352652,0.00017155246155309278,0.0009323387209112521,0.0015888963665391387
85,0.2125,1.2958255292065761,-0.2093330835972326,0.26937697452926557,-1.0841976581807895,1.4041226216865224,1.4186037886697784,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0015967608046274506,0.00547667049437725,0.004505461937537092,0.00017557771134413258,0.0009546208524002786,0.0016265893583380375
86,0.215,1.295863103384558,-0.2092034472661033,0.2692700264470235,-1.084201727111092,1.404145165248913,1.418641910471098,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0016343349826093423,0.005606306825506557,0.004612410019779134,0.0001796466416466025,0.0009771644147908987,0.0016647111596577169
87,0.2175,1.2959011068428532,-0.20907229398512803,0.26916181273957623,-1.084205839584219,1.4041679701657606,1.4186804604745324,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0016723384409045305,0.005737460106481823,0.004720623727226425,0.00018375911477352957,0.000999969331638484,0.0017032611630920513
88,0.22,1.2959395392303144,-0.20893962372814426,0.26905233289075686,-1.0842099954609847,1.4041910363599248,1.418719438065676,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.001710770828365682,0.005870130363465592,0.004830103576045797,0.00018791499153936186,0.0010230355258027402,0.0017422387542356255
89,0.2225,1.2959784001919696,-0.20880543646865635,0.26894158637837684,-1.0842141946007087,1.404214363753577,1.4187588426231275,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0017496317900209668,0.006004317622953503,0.004940850088425819,0.00019211413126329902,0.001046362919455035,0.0017816433116870645
90,0.225,1.2960176893690294,-0.20866973217983475,0.26882957267422464,-1.084218436861218,1.4042379522682076,1.418798673518494,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0017889209670807205,0.006140021911775095,0.005052863792578022,0.00019635639177262298,0.0010699514340855032,0.0018214742070536971
91,0.2275,1.2960574063988963,-0.2085325108345145,0.26871629124406304,-1.0842227220988525,1.4042618018246302,1.4188389301163955,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0018286379969476574,0.006277243257095361,0.005166145222739615,0.00020064162940713892,0.0010938009905081536,0.0018617308049551085
92,0.23,1.2960975509151722,-0.20839377240519447,0.26860174154762767,-1.0842270501684685,1.4042859123429932,1.4188796117744662,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0018687825132235325,0.006415981686415384,0.005280694919174989,0.00020496969902317197,0.0011179115088710834,0.0019024124630258044
93,0.2325,1.2961381225476662,-0.20825351686403576,0.26848592303862484,-1.0842314209234425,1.4043102837427823,1.4189207178433607,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0019093541457175789,0.006556237227574091,0.005396513428177818,0.00020934045399711998,0.0011422829086602526,0.0019435185319203185
94,0.23500000000000001,1.2961791209224027,-0.20811174418286071,0.2683688351647292,-1.0842358342156746,1.4043349159428309,1.4189622476667558,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0019503525204540573,0.006698009908749136,0.0055136013020734564,0.00021375374622922827,0.0011669151087088103,0.001985048355315433
95,0.23750000000000002,1.2962205456616311,-0.20796845433315186,0.2682504773675822,-1.084240289895594,1.4043598088613258,1.4190042005813561,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.00199177725968247,0.006841299758457986,0.005631959099220485,0.00021820942614869665,0.0011918080272037557,0.002027001269915729
96,0.24,1.296262396383833,-0.20782364728605016,0.26813084908278934,-1.0842447878121615,1.4043849624158153,1.4190465759168958,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002033627981884223,0.006986106805559694,0.005751587384013324,0.00022270734271612191,0.0012169615816932655,0.002069376605455364
97,0.2425,1.2963046727037297,-0.2076773230123543,0.26800994973991854,-1.0842493278128749,1.4044103765232154,1.419089372996145,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002075904301781062,0.007132431079255541,0.0058724867268841185,0.00022724734342949304,0.0012423756890933557,0.0021121736847045103
98,0.245,1.296347374232294,-0.20752948148251887,0.2678877787624978,-1.0842539097437713,1.4044360510998182,1.4191325911349109,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002118605830345288,0.007280272609090976,0.005994657704304851,0.00023182927432596756,0.0012680502656960968,0.002155391823470465
99,0.2475,1.296390500576755,-0.2073801226666535,0.2677643355680127,-1.0842585334494343,1.4044619860612997,1.4191762296420443,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002161732174806419,0.00742963142495634,0.0061181008987899466,0.00023645297998897696,0.0012939852271776076,0.0021990303306038683
100,0.25,1.29643405134061,-0.2072292465345212,0.2676396195679048,-1.084263198772995,1.4044881813227266,1.4192202878194413,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0022052829386614015,0.007580507557088639,0.006242816898897885,0.000241118303549559,0.0013201804886044943,0.0022430885080009233
101,0.2525,1.2964780261236317,-0.20707685305553733,0.2675136301675688,-1.0842679055561373,1.4045146367985637,1.4192647649620491,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002249257721683051,0.00773290103607252,0.0063688062992338645,0.0002458250866919087,0.0013466359644416226,0.002287565650608725
102,0.255,1.2965224245218767,-0.206922942198768,0.26738636676635047,-1.084272653639104,1.4045413524026829,1.4193096603578688,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0022936561199280447,0.00788681189284185,0.0064960697004521895,0.0002505731696587077,0.0013733515685607767,0.002332461046428369
103,0.2575,1.2965672461276951,-0.20676751393292864,0.26725782875754434,-1.0842774428606983,1.40456832804837,1.4193549732879605,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0023384777257464684,0.008042240158681213,0.006624607709258323,0.00025536239125290017,0.0014003272142479872,0.002377773976520059
104,0.26,1.2966124905297405,-0.2066105682263829,0.26712801552839144,-1.0842822730582897,1.4045955636483325,1.4194007030264468,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0023837221277918097,0.008199185865226943,0.006754420938411221,0.0002601925888443546,0.0014275628142104146,0.0024235037150064365
105,0.2625,1.2966581573129767,-0.2064521050471407,0.2669969264600768,-1.0842871440678188,1.4046230591147084,1.4194468488405159,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002429388911028063,0.008357649044469145,0.006885510006725881,0.0002650635983734162,0.001455058280586341,0.0024696495290754683
106,0.265,1.2967042460586893,-0.20629212436285743,0.266864560927727,-1.0842920557238,1.4046508143590728,1.4194934099904286,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.00247547765674061,0.008517629728752418,0.00701787553907568,0.00026997525435468184,0.0014828135249507213,0.0025162106789882177
107,0.2675,1.2967507563444938,-0.20613062614083183,0.2667309183004079,-1.0842970078593281,1.4046788292924477,1.4195403857295195,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002521987942545101,0.00867912795077802,0.007151518166394755,0.0002749273898827731,0.0015108284583256193,0.0025631864180790664
108,0.27,1.2967976877443448,-0.20596761034800498,0.26659599794112204,-1.0843020003060806,1.404707103825308,1.4195877753042032,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0025689193423961143,0.008842143743604869,0.007286438525680616,0.0002799198366352229,0.001539102991185981,0.0026105759927628203
109,0.2725,1.2968450398285452,-0.2058030769509586,0.2664597992068062,-1.084307032894324,1.404735637867592,1.4196355779539775,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0026162714265964837,0.009006677140651259,0.0074226372599964785,0.00028495242487869277,0.0015676370334698486,0.0026583786425371514
110,0.275,1.2968928121637568,-0.20563702591591343,0.2663223214483288,-1.0843121054529177,1.404764431328708,1.4196837929114283,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002664043761808177,0.00917272817569642,0.0075601150184738675,0.00029002498347230343,0.0015964304945859098,0.0027065935999879276
111,0.2775,1.2969410043130092,-0.20546945720872783,0.2661835640104875,-1.0843172178093186,1.4047934841175431,1.4197324194022336,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.002712235911060512,0.009340296882882015,0.007698872456315176,0.000295137339873186,0.0016254832834210475,0.002755220090793209
112,0.28,1.2969896158357088,-0.20530037079489613,0.26604352623200633,-1.0843223697895852,1.4048227961424722,1.4197814566451674,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0027608474337601496,0.00950938329671372,0.007838910234796326,0.0003002893201398127,0.00165479530835011,0.0028042573337270227
113,0.28250000000000003,1.29703864628765,-0.20512976663954693,0.2659022074455335,-1.084327561218383,1.4048523673113653,1.4198309038521058,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0028098778857013063,0.009679987452062916,0.007980229021269158,0.00030548074893754773,0.0016843664772432376,0.0028537045406653583
114,0.28500000000000003,1.297088095221023,-0.2049576447074417,0.26575960697763834,-1.0843327919189891,1.4048821975315964,1.419880760228029,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0028593268190744148,0.00985210938416814,0.008122829489164318,0.0003107114495437546,0.0017141966974743017,0.00290356091658861
115,0.28750000000000003,1.2971379621844252,-0.2047840049629729,0.2656157241488087,-1.084338061713297,1.4049122867100532,1.4199310249710289,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.00290919378247656,0.010025749128636963,0.008266712317993974,0.0003159812438515708,0.0017442858759311175,0.0029538256595884604
116,0.29,1.2971882467228706,-0.20460884737016252,0.26547055827344856,-1.0843433704218206,1.4049426347531442,1.4199816972723092,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0029594783209219155,0.010200906721447328,0.008411878193354094,0.0003212899523752366,0.001774633919022106,0.0030044979608687683
117,0.2925,1.2972389483778,-0.20443217189266016,0.26532410865987466,-1.0843487178637001,1.4049732415668081,1.4200327763161944,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.0030101799758512904,0.010377582198949686,0.008558327806928001,0.00032663739425475846,0.0018052407326860642,0.0030555770047540065
118,0.295,1.2972900666870903,-0.2042539784937415,0.2651763746103145,-1.084354103856706,1.4050041070565231,1.4200842612801319,1.2942287684019487,-0.21480975409160985,0.27388243646680266,-1.0840220804694454,1.403168000834122,1.4169771993114404,0.003061298285141678,0.010555775597868355,0.008706061856488145,0.00033202338726057157,0.001836106222401046,0.0031070619686914824
